"scan_number","date","beacon1","channel1","beacon2","channel2","beacon3","channel3","beacon4","channel4","beacon5","channel5","beacon6","channel6","beacon7","channel7","beacon8","channel8","beacon9","channel9","beacon10","channel10","beacon11","channel11","beacon12","channel12","beacon13","channel13","beacon14","channel14","beacon15","channel15","beacon16","channel16","beacon17","channel17","beacon18","channel18","beacon19","channel19","beacon20","channel20","location"
"1","2023-04-11 21:29:41","-100","37","-81","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-95","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1"
"2","2023-04-11 21:29:47","-97","37","-87","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-97","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1"
"3","2023-04-11 21:29:53","-91","37","-84","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-95","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1"
"4","2023-04-11 21:29:59","-92","38","-85","38","-95","38","0","0","0","0","0","0","0","0","0","0","0","0","-98","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1"
"5","2023-04-11 21:30:05","-94","37","-80","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-99","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1"
"6","2023-04-11 21:30:11","-99","38","-84","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1"
"7","2023-04-11 21:30:17","-96","38","-81","38","-101","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1"
"8","2023-04-11 21:30:23","-98","38","-85","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-101","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1"
"9","2023-04-11 21:30:29","0","0","-81","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-100","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1"
"10","2023-04-11 21:30:35","-94","37","-78","38","-97","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1"
"11","2023-04-11 21:30:41","-93","37","-86","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1"
"12","2023-04-11 21:30:47","-97","38","-83","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-101","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1"
"13","2023-04-11 21:30:53","-92","37","-78","38","-103","37","0","0","0","0","0","0","0","0","0","0","0","0","-101","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1"
"14","2023-04-11 21:30:59","-95","38","-94","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-102","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1"
"15","2023-04-11 21:31:05","-94","37","-88","38","-99","38","0","0","0","0","0","0","0","0","0","0","0","0","-100","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1"
"16","2023-04-11 21:31:11","-98","37","-82","38","-101","38","0","0","0","0","0","0","0","0","0","0","0","0","-101","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1"
"17","2023-04-11 21:31:17","-96","37","-82","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-101","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1"
"18","2023-04-11 21:31:23","0","0","-84","37","-99","37","0","0","0","0","0","0","0","0","0","0","0","0","-99","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1"
"19","2023-04-11 21:31:29","-94","37","-84","38","-102","38","0","0","0","0","0","0","0","0","0","0","0","0","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1"
"20","2023-04-11 21:31:35","-97","38","-82","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-102","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b1"
"21","2023-04-11 21:32:03","-98","38","-81","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-94","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b2"
"22","2023-04-11 21:32:09","-101","37","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b2"
"23","2023-04-11 21:32:15","-99","37","-87","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b2"
"24","2023-04-11 21:32:21","-95","37","-81","37","-102","38","0","0","0","0","0","0","0","0","0","0","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b2"
"25","2023-04-11 21:32:27","-99","38","-93","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b2"
"26","2023-04-11 21:32:34","-98","37","-87","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-104","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b2"
"27","2023-04-11 21:32:39","-99","37","-88","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-103","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b2"
"28","2023-04-11 21:32:45","-95","37","-87","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b2"
"29","2023-04-11 21:32:51","-97","37","-84","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-100","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b2"
"30","2023-04-11 21:32:57","-99","37","-86","37","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","-100","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b2"
"31","2023-04-11 21:33:03","-100","37","-79","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b2"
"32","2023-04-11 21:33:09","-98","37","-82","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-104","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b2"
"33","2023-04-11 21:33:15","-94","37","-82","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b2"
"34","2023-04-11 21:33:22","-96","37","-87","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-93","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b2"
"35","2023-04-11 21:33:27","-101","37","-90","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b2"
"36","2023-04-11 21:33:33","-96","37","-88","37","-99","37","0","0","0","0","0","0","0","0","0","0","0","0","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b2"
"37","2023-04-11 21:33:39","-96","37","-89","38","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b2"
"38","2023-04-11 21:33:45","-99","37","-89","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b2"
"39","2023-04-11 21:33:51","-96","38","-85","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-97","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b2"
"40","2023-04-11 21:33:57","-95","37","-82","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-100","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b2"
"41","2023-04-11 21:34:25","-97","37","-86","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b3"
"42","2023-04-11 21:34:31","-95","37","-81","39","-102","38","0","0","0","0","0","0","0","0","0","0","0","0","-94","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b3"
"43","2023-04-11 21:34:37","-99","38","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-98","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b3"
"44","2023-04-11 21:34:43","-98","37","-98","37","-98","38","0","0","0","0","0","0","0","0","0","0","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b3"
"45","2023-04-11 21:34:49","-96","37","-94","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-97","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b3"
"46","2023-04-11 21:34:55","-95","38","-86","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-99","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b3"
"47","2023-04-11 21:35:01","-95","38","-85","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-102","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b3"
"48","2023-04-11 21:35:07","-99","38","-85","37","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b3"
"49","2023-04-11 21:35:13","-92","37","-83","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b3"
"50","2023-04-11 21:35:19","-100","37","-91","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b3"
"51","2023-04-11 21:35:25","-99","37","-86","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-103","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b3"
"52","2023-04-11 21:35:31","-101","37","-80","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-100","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b3"
"53","2023-04-11 21:35:37","-97","37","-98","37","-101","37","0","0","0","0","0","0","0","0","0","0","0","0","-98","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b3"
"54","2023-04-11 21:35:44","0","0","-84","37","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","-97","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b3"
"55","2023-04-11 21:35:49","-105","37","-89","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-103","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b3"
"56","2023-04-11 21:35:56","-102","38","-87","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-101","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b3"
"57","2023-04-11 21:36:01","-99","37","-91","37","-101","37","0","0","0","0","0","0","0","0","0","0","0","0","-99","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b3"
"58","2023-04-11 21:36:07","0","0","-91","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b3"
"59","2023-04-11 21:36:14","0","0","-88","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-102","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b3"
"60","2023-04-11 21:36:19","-99","37","-95","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b3"
"61","2023-04-11 21:36:47","-98","37","-83","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-100","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b4"
"62","2023-04-11 21:36:53","-100","38","-77","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b4"
"63","2023-04-11 21:36:59","-95","38","-80","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b4"
"64","2023-04-11 21:37:05","-106","38","-83","37","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","-95","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b4"
"65","2023-04-11 21:37:14","-100","37","-79","39","-102","38","0","0","0","0","0","0","0","0","0","0","0","0","-97","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b4"
"66","2023-04-11 21:37:17","-93","37","-85","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-100","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b4"
"67","2023-04-11 21:37:23","-98","38","-78","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b4"
"68","2023-04-11 21:37:29","-100","37","-80","39","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","-102","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b4"
"69","2023-04-11 21:37:36","-99","37","-81","39","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b4"
"70","2023-04-11 21:37:41","-96","38","-82","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-101","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b4"
"71","2023-04-11 21:37:47","-97","38","-79","37","-103","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b4"
"72","2023-04-11 21:37:53","-97","37","-81","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b4"
"73","2023-04-11 21:38:00","-101","37","-82","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-95","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b4"
"74","2023-04-11 21:38:06","-99","37","-80","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b4"
"75","2023-04-11 21:38:11","-94","37","-81","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-98","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b4"
"76","2023-04-11 21:38:18","-99","37","-76","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b4"
"77","2023-04-11 21:38:23","-96","38","-74","37","-102","38","0","0","0","0","0","0","0","0","0","0","0","0","-97","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b4"
"78","2023-04-11 21:38:29","0","0","-79","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b4"
"79","2023-04-11 21:38:36","-93","37","-80","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b4"
"80","2023-04-11 21:38:44","-97","38","-76","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b4"
"81","2023-04-11 21:39:09","-101","37","-86","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-100","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b5"
"82","2023-04-11 21:39:16","-102","37","-76","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-93","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b5"
"83","2023-04-11 21:39:22","-97","38","-89","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-99","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b5"
"84","2023-04-11 21:39:28","-99","37","-95","38","-102","38","0","0","0","0","0","0","0","0","0","0","0","0","-101","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b5"
"85","2023-04-11 21:39:34","-103","38","-80","39","-104","38","0","0","0","0","0","0","0","0","0","0","0","0","-93","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b5"
"86","2023-04-11 21:39:40","0","0","-81","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-94","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b5"
"87","2023-04-11 21:39:46","-96","37","-80","37","-104","38","0","0","0","0","0","0","0","0","0","0","0","0","-93","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b5"
"88","2023-04-11 21:39:52","-99","38","-78","39","-101","37","0","0","0","0","0","0","0","0","0","0","0","0","-93","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b5"
"89","2023-04-11 21:39:58","-100","38","-83","38","-100","37","0","0","0","0","0","0","0","0","0","0","0","0","-92","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b5"
"90","2023-04-11 21:40:04","-97","37","-81","39","-103","37","0","0","0","0","0","0","0","0","0","0","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b5"
"91","2023-04-11 21:40:10","-92","38","-88","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-95","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b5"
"92","2023-04-11 21:40:16","-97","38","-87","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-102","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b5"
"93","2023-04-11 21:40:22","-101","38","-79","37","-98","38","0","0","0","0","0","0","0","0","0","0","0","0","-99","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b5"
"94","2023-04-11 21:40:28","0","0","-81","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b5"
"95","2023-04-11 21:40:34","-95","37","-82","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-95","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b5"
"96","2023-04-11 21:40:40","-94","38","-86","39","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b5"
"97","2023-04-11 21:40:46","-100","38","-81","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b5"
"98","2023-04-11 21:40:52","-95","37","-77","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b5"
"99","2023-04-11 21:40:58","-99","38","-87","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-100","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b5"
"100","2023-04-11 21:41:04","-98","37","-80","39","-100","37","0","0","0","0","0","0","0","0","0","0","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b5"
"101","2023-04-11 21:41:32","-97","37","-84","37","-99","37","0","0","0","0","0","0","0","0","0","0","0","0","-105","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6"
"102","2023-04-11 21:41:38","-98","37","-92","38","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6"
"103","2023-04-11 21:41:44","-92","37","-90","37","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6"
"104","2023-04-11 21:41:50","-100","37","-86","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-104","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6"
"105","2023-04-11 21:41:56","-94","38","-83","38","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","-101","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6"
"106","2023-04-11 21:42:04","-95","37","-87","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-99","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6"
"107","2023-04-11 21:42:08","-96","37","-93","37","-104","38","0","0","0","0","0","0","0","0","0","0","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6"
"108","2023-04-11 21:42:14","-96","37","-92","38","-98","38","0","0","0","0","0","0","0","0","0","0","0","0","-94","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6"
"109","2023-04-11 21:42:20","-99","37","-97","37","-101","38","0","0","0","0","0","0","0","0","0","0","0","0","-101","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6"
"110","2023-04-11 21:42:26","-98","37","-80","37","-100","37","0","0","0","0","0","0","0","0","0","0","0","0","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6"
"111","2023-04-11 21:42:32","-98","38","-86","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-101","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6"
"112","2023-04-11 21:42:38","-97","37","-88","37","-98","38","0","0","0","0","0","0","0","0","0","0","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6"
"113","2023-04-11 21:42:44","-98","38","-91","38","-102","38","0","0","0","0","0","0","0","0","0","0","0","0","-97","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6"
"114","2023-04-11 21:42:50","-100","37","-86","37","-99","38","0","0","0","0","0","0","0","0","0","0","0","0","-97","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6"
"115","2023-04-11 21:42:56","-98","37","-84","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-101","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6"
"116","2023-04-11 21:43:02","-100","37","-82","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6"
"117","2023-04-11 21:43:08","-100","38","-87","37","-102","37","0","0","0","0","0","0","0","0","0","0","0","0","-95","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6"
"118","2023-04-11 21:43:14","-93","38","-97","37","-99","38","0","0","0","0","0","0","0","0","0","0","0","0","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6"
"119","2023-04-11 21:43:20","0","0","-87","38","-101","38","0","0","0","0","0","0","0","0","0","0","0","0","-102","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6"
"120","2023-04-11 21:43:26","-96","38","-83","38","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b6"
"121","2023-04-11 21:43:54","-93","38","-76","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-86","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b7"
"122","2023-04-11 21:44:00","-93","37","-98","37","-104","38","-101","37","0","0","0","0","0","0","0","0","0","0","-91","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b7"
"123","2023-04-11 21:44:06","-89","38","-101","37","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","-90","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b7"
"124","2023-04-11 21:44:12","-98","37","-84","37","-105","37","-103","37","0","0","0","0","0","0","0","0","0","0","-89","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b7"
"125","2023-04-11 21:44:18","-91","37","-80","37","-100","38","-103","38","0","0","0","0","0","0","0","0","0","0","-94","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b7"
"126","2023-04-11 21:44:24","-95","38","-98","38","-100","37","-103","37","0","0","0","0","0","0","0","0","0","0","-89","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b7"
"127","2023-04-11 21:44:30","-96","37","-81","37","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b7"
"128","2023-04-11 21:44:36","-97","38","-77","37","-99","37","0","0","0","0","0","0","0","0","0","0","0","0","-91","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b7"
"129","2023-04-11 21:44:42","-95","37","-90","37","-97","38","-98","38","0","0","0","0","0","0","0","0","0","0","-93","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b7"
"130","2023-04-11 21:44:48","-96","38","-85","37","-103","38","0","0","0","0","0","0","0","0","0","0","0","0","-97","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b7"
"131","2023-04-11 21:44:54","-100","37","-80","37","-101","38","0","0","0","0","0","0","0","0","0","0","0","0","-90","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b7"
"132","2023-04-11 21:45:00","-96","37","-83","37","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","-102","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b7"
"133","2023-04-11 21:45:06","-98","37","-90","37","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","-87","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b7"
